code,buyback_date
600366.SH,2024-07-16
600366.SH,2024-07-16
603848.SH,2024-07-16
603111.SH,2024-07-17
600755.SH,2024-07-17
002291.SZ,2024-07-17
603505.SH,2024-07-17
603590.SH,2024-07-17
605168.SH,2024-07-17
000670.SZ,2024-07-17
002067.SZ,2024-07-17
002388.SZ,2024-07-18
603088.SH,2024-07-18
002240.SZ,2024-07-19
603383.SH,2024-07-19
000883.SZ,2024-07-19
000785.SZ,2024-07-19
000661.SZ,2024-07-20
002909.SZ,2024-07-20
605020.SH,2024-07-20
603518.SH,2024-07-22
002518.SZ,2024-07-23
002638.SZ,2024-07-23
002116.SZ,2024-07-23
600009.SH,2024-07-23
600566.SH,2024-07-23
603918.SH,2024-07-23
605151.SH,2024-07-23
600256.SH,2024-07-23
600446.SH,2024-07-23
000933.SZ,2024-07-24
605589.SH,2024-07-24
000869.SZ,2024-07-24
000970.SZ,2024-07-24
002478.SZ,2024-07-25
605056.SH,2024-07-25
600779.SH,2024-07-25
002374.SZ,2024-07-25
002108.SZ,2024-07-25
001266.SZ,2024-07-25
000597.SZ,2024-07-26
002986.SZ,2024-07-26
002170.SZ,2024-07-26
603218.SH,2024-07-26
603309.SH,2024-07-26
000959.SZ,2024-07-26
600328.SH,2024-07-26
001218.SZ,2024-07-26
002841.SZ,2024-07-27
002843.SZ,2024-07-27
600765.SH,2024-07-27
603217.SH,2024-07-27
002687.SZ,2024-07-30
601138.SH,2024-07-31
601600.SH,2024-07-31
600655.SH,2024-07-31
600803.SH,2024-08-01
603127.SH,2024-08-01
000488.SZ,2024-08-01
600905.SH,2024-08-01
603713.SH,2024-08-02
002706.SZ,2024-08-02
603162.SH,2024-08-02
002467.SZ,2024-08-03
605128.SH,2024-08-03
603077.SH,2024-08-03
002078.SZ,2024-08-03
600196.SH,2024-08-03
600810.SH,2024-08-06
000501.SZ,2024-08-06
605369.SH,2024-08-07
600196.SH,2024-08-08
603713.SH,2024-08-09
600846.SH,2024-08-09
002962.SZ,2024-08-09
603102.SH,2024-08-09
600754.SH,2024-08-10
002582.SZ,2024-08-10
603215.SH,2024-08-10
605398.SH,2024-08-12
605168.SH,2024-08-13
003038.SZ,2024-08-13
605365.SH,2024-08-13
605196.SH,2024-08-14
601969.SH,2024-08-14
002003.SZ,2024-08-14
000759.SZ,2024-08-15
600178.SH,2024-08-15
600351.SH,2024-08-15
603009.SH,2024-08-15
600326.SH,2024-08-16
600415.SH,2024-08-16
002254.SZ,2024-08-17
603869.SH,2024-08-17
002821.SZ,2024-08-17
002457.SZ,2024-08-17
603477.SH,2024-08-19
002840.SZ,2024-08-20
000551.SZ,2024-08-20
603901.SH,2024-08-21
000893.SZ,2024-08-21
600871.SH,2024-08-21
002920.SZ,2024-08-21
600433.SH,2024-08-21
000026.SZ,2024-08-21
003000.SZ,2024-08-22
002690.SZ,2024-08-22
600315.SH,2024-08-22
603019.SH,2024-08-23
603138.SH,2024-08-23
603823.SH,2024-08-23
605318.SH,2024-08-23
002960.SZ,2024-08-23
002393.SZ,2024-08-23
601686.SH,2024-08-23
002402.SZ,2024-08-23
600062.SH,2024-08-23
000657.SZ,2024-08-23
002478.SZ,2024-08-23
600215.SH,2024-08-23
002240.SZ,2024-08-24
603966.SH,2024-08-24
002437.SZ,2024-08-24
600498.SH,2024-08-24
603282.SH,2024-08-24
600458.SH,2024-08-24
002105.SZ,2024-08-24
002202.SZ,2024-08-24
603456.SH,2024-08-27
600486.SH,2024-08-27
600817.SH,2024-08-27
600018.SH,2024-08-27
600987.SH,2024-08-27
002615.SZ,2024-08-27
605566.SH,2024-08-27
603255.SH,2024-08-27
000919.SZ,2024-08-27
002150.SZ,2024-08-27
600010.SH,2024-08-28
600079.SH,2024-08-28
002969.SZ,2024-08-28
001215.SZ,2024-08-28
002585.SZ,2024-08-28
601865.SH,2024-08-28
601366.SH,2024-08-28
603676.SH,2024-08-28
002405.SZ,2024-08-28
603367.SH,2024-08-28
605018.SH,2024-08-28
605020.SH,2024-08-28
603225.SH,2024-08-28
603605.SH,2024-08-28
603899.SH,2024-08-28
000903.SZ,2024-08-28
603728.SH,2024-08-28
000913.SZ,2024-08-28
605020.SH,2024-08-28
000777.SZ,2024-08-28
600278.SH,2024-08-29
000408.SZ,2024-08-29
001330.SZ,2024-08-29
002903.SZ,2024-08-29
002758.SZ,2024-08-29
002959.SZ,2024-08-29
603040.SH,2024-08-29
603709.SH,2024-08-29
603396.SH,2024-08-29
603355.SH,2024-08-30
605338.SH,2024-08-30
605196.SH,2024-08-30
603617.SH,2024-08-30
002851.SZ,2024-08-30
600587.SH,2024-08-30
000999.SZ,2024-08-30
600060.SH,2024-08-30
603177.SH,2024-08-30
000969.SZ,2024-08-30
002213.SZ,2024-08-30
600884.SH,2024-08-30
600888.SH,2024-08-30
002132.SZ,2024-08-30
603822.SH,2024-08-31
000534.SZ,2024-08-31
000625.SZ,2024-08-31
001309.SZ,2024-08-31
601390.SH,2024-08-31
000898.SZ,2024-08-31
601688.SH,2024-08-31
600039.SH,2024-08-31
603818.SH,2024-08-31
600098.SH,2024-08-31
603228.SH,2024-08-31
600378.SH,2024-08-31
601117.SH,2024-08-31
603168.SH,2024-08-31
002609.SZ,2024-08-31
601126.SH,2024-08-31
002892.SZ,2024-09-03
600380.SH,2024-09-03
002458.SZ,2024-09-03
002151.SZ,2024-09-04
605007.SH,2024-09-04
002706.SZ,2024-09-04
600382.SH,2024-09-04
600050.SH,2024-09-05
603008.SH,2024-09-05
603889.SH,2024-09-06
002847.SZ,2024-09-06
601016.SH,2024-09-07
603878.SH,2024-09-10
002901.SZ,2024-09-11
603259.SH,2024-09-11
002511.SZ,2024-09-11
605589.SH,2024-09-12
600273.SH,2024-09-12
601138.SH,2024-09-12
603690.SH,2024-09-12
002629.SZ,2024-09-13
600729.SH,2024-09-13
603312.SH,2024-09-13
603439.SH,2024-09-13
603173.SH,2024-09-14
605222.SH,2024-09-14
002900.SZ,2024-09-19
603365.SH,2024-09-19
600698.SH,2024-09-19
600516.SH,2024-09-19
605266.SH,2024-09-20
603356.SH,2024-09-20
001231.SZ,2024-09-20
603326.SH,2024-09-21
605358.SH,2024-09-21
600887.SH,2024-09-21
002350.SZ,2024-09-21
603220.SH,2024-09-23
002324.SZ,2024-09-23
002688.SZ,2024-09-24
000568.SZ,2024-09-24
002953.SZ,2024-09-24
600873.SH,2024-09-24
000048.SZ,2024-09-24
002492.SZ,2024-09-24
000421.SZ,2024-09-25
603628.SH,2024-09-25
000403.SZ,2024-09-25
600252.SH,2024-09-26
600662.SH,2024-09-26
002559.SZ,2024-09-26
600237.SH,2024-09-26
002792.SZ,2024-09-27
002766.SZ,2024-09-27
600400.SH,2024-09-27
603916.SH,2024-09-27
603258.SH,2024-09-27
001339.SZ,2024-09-28
002340.SZ,2024-09-28
002392.SZ,2024-09-28
001298.SZ,2024-09-28
603590.SH,2024-09-30
605056.SH,2024-10-01
603811.SH,2024-10-01
002385.SZ,2024-10-08
002281.SZ,2024-10-08
002631.SZ,2024-10-09
002967.SZ,2024-10-09
002696.SZ,2024-10-09
600808.SH,2024-10-09
002534.SZ,2024-10-10
603109.SH,2024-10-10
000153.SZ,2024-10-10
603390.SH,2024-10-10
603283.SH,2024-10-10
601366.SH,2024-10-10
605166.SH,2024-10-10
002625.SZ,2024-10-10
601226.SH,2024-10-11
601238.SH,2024-10-11
605588.SH,2024-10-11
600267.SH,2024-10-11
601238.SH,2024-10-11
600200.SH,2024-10-11
605366.SH,2024-10-11
002803.SZ,2024-10-12
000409.SZ,2024-10-12
002083.SZ,2024-10-12
002034.SZ,2024-10-12
600881.SH,2024-10-12
001301.SZ,2024-10-15
600507.SH,2024-10-15
002318.SZ,2024-10-15
600894.SH,2024-10-15
002631.SZ,2024-10-15
002249.SZ,2024-10-16
603939.SH,2024-10-16
600728.SH,2024-10-16
002050.SZ,2024-10-16
000425.SZ,2024-10-17
001914.SZ,2024-10-17
603258.SH,2024-10-17
002261.SZ,2024-10-17
001965.SZ,2024-10-17
001979.SZ,2024-10-17
603713.SH,2024-10-17
601598.SH,2024-10-17
002540.SZ,2024-10-17
603065.SH,2024-10-18
601872.SH,2024-10-18
001296.SZ,2024-10-18
603848.SH,2024-10-18
002925.SZ,2024-10-19
603799.SH,2024-10-19
002488.SZ,2024-10-19
000811.SZ,2024-10-19
603368.SH,2024-10-19
001872.SZ,2024-10-20
601919.SH,2024-10-21
600028.SH,2024-10-21
601866.SH,2024-10-21
603986.SH,2024-10-21
601133.SH,2024-10-22
603138.SH,2024-10-22
605009.SH,2024-10-22
601615.SH,2024-10-22
002437.SZ,2024-10-22
603087.SH,2024-10-23
603713.SH,2024-10-23
603187.SH,2024-10-24
000703.SZ,2024-10-24
002671.SZ,2024-10-24
603650.SH,2024-10-25
000848.SZ,2024-10-25
603215.SH,2024-10-25
002032.SZ,2024-10-25
605365.SH,2024-10-26
002758.SZ,2024-10-26
600750.SH,2024-10-26
603196.SH,2024-10-26
603986.SH,2024-10-26
603012.SH,2024-10-26
605009.SH,2024-10-26
600062.SH,2024-10-26
002299.SZ,2024-10-26
601668.SH,2024-10-26
600963.SH,2024-10-26
002040.SZ,2024-10-26
002895.SZ,2024-10-28
002987.SZ,2024-10-29
000601.SZ,2024-10-29
605268.SH,2024-10-29
603331.SH,2024-10-29
600183.SH,2024-10-29
603365.SH,2024-10-29
605296.SH,2024-10-29
603337.SH,2024-10-29
600702.SH,2024-10-29
603639.SH,2024-10-29
603286.SH,2024-10-29
603277.SH,2024-10-29
002036.SZ,2024-10-29
603277.SH,2024-10-29
002271.SZ,2024-10-29
002110.SZ,2024-10-29
603276.SH,2024-10-29
001270.SZ,2024-10-29
001283.SZ,2024-10-29
605266.SH,2024-10-30
603883.SH,2024-10-30
605266.SH,2024-10-30
003020.SZ,2024-10-30
603657.SH,2024-10-30
600406.SH,2024-10-30
002268.SZ,2024-10-30
000582.SZ,2024-10-30
600501.SH,2024-10-30
600817.SH,2024-10-30
603032.SH,2024-10-30
002643.SZ,2024-10-30
605133.SH,2024-10-30
603855.SH,2024-10-30
002343.SZ,2024-10-30
603324.SH,2024-10-30
600499.SH,2024-10-30
603218.SH,2024-10-30
601218.SH,2024-10-30
600845.SH,2024-10-30
603609.SH,2024-10-30
601390.SH,2024-10-31
003038.SZ,2024-10-31
603500.SH,2024-10-31
603289.SH,2024-10-31
605155.SH,2024-10-31
000725.SZ,2024-10-31
000725.SZ,2024-10-31
600399.SH,2024-10-31
002901.SZ,2024-10-31
605399.SH,2024-10-31
605399.SH,2024-10-31
000851.SZ,2024-10-31
600228.SH,2024-10-31
603195.SH,2024-10-31
601666.SH,2024-10-31
600459.SH,2024-10-31
002871.SZ,2024-10-31
002969.SZ,2024-10-31
002067.SZ,2024-10-31
600732.SH,2024-10-31
600875.SH,2024-10-31
603507.SH,2024-10-31
600629.SH,2024-10-31
002575.SZ,2024-10-31
000034.SZ,2024-10-31
600905.SH,2024-10-31
600186.SH,2024-10-31
600929.SH,2024-10-31
001339.SZ,2024-10-31
603900.SH,2024-10-31
002708.SZ,2024-11-01
600655.SH,2024-11-01
002845.SZ,2024-11-05
002881.SZ,2024-11-05
600570.SH,2024-11-05
002667.SZ,2024-11-05
002940.SZ,2024-11-05
600522.SH,2024-11-06
605196.SH,2024-11-06
603738.SH,2024-11-06
603275.SH,2024-11-07
603077.SH,2024-11-07
600525.SH,2024-11-08
600186.SH,2024-11-08
000623.SZ,2024-11-09
002567.SZ,2024-11-09
002996.SZ,2024-11-11
002203.SZ,2024-11-11
002589.SZ,2024-11-11
002166.SZ,2024-11-12
605268.SH,2024-11-12
002219.SZ,2024-11-12
002138.SZ,2024-11-12
600704.SH,2024-11-12
600329.SH,2024-11-12
002661.SZ,2024-11-12
600639.SH,2024-11-12
603587.SH,2024-11-12
603366.SH,2024-11-13
601700.SH,2024-11-13
002346.SZ,2024-11-13
600019.SH,2024-11-14
002330.SZ,2024-11-15
002772.SZ,2024-11-15
002709.SZ,2024-11-15
603477.SH,2024-11-15
002048.SZ,2024-11-15
603272.SH,2024-11-15
600603.SH,2024-11-16
000426.SZ,2024-11-16
002935.SZ,2024-11-16
600810.SH,2024-11-16
000411.SZ,2024-11-16
000661.SZ,2024-11-16
601899.SH,2024-11-18
605299.SH,2024-11-19
003012.SZ,2024-11-19
603699.SH,2024-11-19
601600.SH,2024-11-20
002993.SZ,2024-11-21
603037.SH,2024-11-21
000785.SZ,2024-11-21
600501.SH,2024-11-22
603538.SH,2024-11-22
603985.SH,2024-11-22
002254.SZ,2024-11-26
002279.SZ,2024-11-26
600909.SH,2024-11-26
601233.SH,2024-11-26
603848.SH,2024-11-26
000963.SZ,2024-11-27
001316.SZ,2024-11-28
002488.SZ,2024-11-29
000513.SZ,2024-11-29
603081.SH,2024-11-29
600480.SH,2024-11-29
002324.SZ,2024-11-29
001376.SZ,2024-11-29
001283.SZ,2024-11-30
002330.SZ,2024-11-30
002597.SZ,2024-11-30
000048.SZ,2024-11-30
605589.SH,2024-12-02
600609.SH,2024-12-03
000528.SZ,2024-12-03
002179.SZ,2024-12-03
001301.SZ,2024-12-04
003010.SZ,2024-12-04
603650.SH,2024-12-04
603299.SH,2024-12-04
603650.SH,2024-12-04
600212.SH,2024-12-05
002068.SZ,2024-12-05
001314.SZ,2024-12-05
000883.SZ,2024-12-06
600536.SH,2024-12-07
601718.SH,2024-12-07
600328.SH,2024-12-07
002847.SZ,2024-12-10
002415.SZ,2024-12-10
002230.SZ,2024-12-10
002783.SZ,2024-12-10
002960.SZ,2024-12-10
002073.SZ,2024-12-11
002671.SZ,2024-12-11
002911.SZ,2024-12-11
002073.SZ,2024-12-11
600986.SH,2024-12-11
605077.SH,2024-12-11
002387.SZ,2024-12-11
600219.SH,2024-12-12
600853.SH,2024-12-12
601865.SH,2024-12-13
600212.SH,2024-12-13
600567.SH,2024-12-13
002611.SZ,2024-12-14
601633.SH,2024-12-14
002812.SZ,2024-12-14
002388.SZ,2024-12-14
000921.SZ,2024-12-14
002046.SZ,2024-12-14
002486.SZ,2024-12-14
600115.SH,2024-12-14
002140.SZ,2024-12-14
002198.SZ,2024-12-14
600157.SH,2024-12-17
603992.SH,2024-12-17
002402.SZ,2024-12-17
002840.SZ,2024-12-17
002983.SZ,2024-12-17
002920.SZ,2024-12-18
002803.SZ,2024-12-18
603596.SH,2024-12-19
002228.SZ,2024-12-19
002468.SZ,2024-12-20
000411.SZ,2024-12-20
600549.SH,2024-12-21
000531.SZ,2024-12-21
002393.SZ,2024-12-21
600426.SH,2024-12-21
605169.SH,2024-12-21
600702.SH,2024-12-21
002408.SZ,2024-12-23
002324.SZ,2024-12-24
001283.SZ,2024-12-24
603617.SH,2024-12-25
603033.SH,2024-12-25
605066.SH,2024-12-26
002909.SZ,2024-12-26
605020.SH,2024-12-26
002327.SZ,2024-12-26
000758.SZ,2024-12-27
603858.SH,2024-12-27
002582.SZ,2024-12-27
600905.SH,2024-12-27
000913.SZ,2024-12-27
603998.SH,2024-12-27
000066.SZ,2024-12-28
000333.SZ,2024-12-28
603773.SH,2024-12-28
002615.SZ,2024-12-28
002671.SZ,2024-12-31
000933.SZ,2024-12-31
600623.SH,2024-12-31
002050.SZ,2024-12-31
000338.SZ,2024-12-31
002393.SZ,2024-12-31
002268.SZ,2024-12-31
600537.SH,2025-01-01
000981.SZ,2025-01-02
000526.SZ,2025-01-02
003000.SZ,2025-01-03
002812.SZ,2025-01-03
002269.SZ,2025-01-03
601138.SH,2025-01-03
002812.SZ,2025-01-03
001228.SZ,2025-01-03
002446.SZ,2025-01-04
002445.SZ,2025-01-04
002705.SZ,2025-01-04
002101.SZ,2025-01-04
603100.SH,2025-01-04
002709.SZ,2025-01-06
600868.SH,2025-01-06
002843.SZ,2025-01-07
002206.SZ,2025-01-07
600039.SH,2025-01-07
002739.SZ,2025-01-07
001322.SZ,2025-01-07
002709.SZ,2025-01-08
600673.SH,2025-01-08
002947.SZ,2025-01-09
600917.SH,2025-01-09
603515.SH,2025-01-09
002573.SZ,2025-01-09
605268.SH,2025-01-09
003002.SZ,2025-01-10
600611.SH,2025-01-11
000338.SZ,2025-01-11
000631.SZ,2025-01-11
601016.SH,2025-01-11
601567.SH,2025-01-11
002252.SZ,2025-01-14
002322.SZ,2025-01-14
000948.SZ,2025-01-15
600298.SH,2025-01-16
002025.SZ,2025-01-16
605287.SH,2025-01-18
000523.SZ,2025-01-18
000789.SZ,2025-01-18
603051.SH,2025-01-18
002669.SZ,2025-01-18
000422.SZ,2025-01-21
002734.SZ,2025-01-21
002340.SZ,2025-01-21
000925.SZ,2025-01-22
002437.SZ,2025-01-22
000925.SZ,2025-01-22
002673.SZ,2025-01-22
000932.SZ,2025-01-22
002950.SZ,2025-01-23
600196.SH,2025-01-23
001309.SZ,2025-01-23
002264.SZ,2025-01-23
603689.SH,2025-01-24
003027.SZ,2025-01-24
603317.SH,2025-01-24
603718.SH,2025-01-24
600433.SH,2025-01-24
000409.SZ,2025-01-25
600252.SH,2025-01-25
600497.SH,2025-01-25
600131.SH,2025-01-25
600315.SH,2025-01-25
603939.SH,2025-01-28
603324.SH,2025-01-28
605006.SH,2025-01-28
603101.SH,2025-02-06
000768.SZ,2025-02-08
600817.SH,2025-02-12
002727.SZ,2025-02-12
600378.SH,2025-02-12
002597.SZ,2025-02-12
002102.SZ,2025-02-12
600884.SH,2025-02-13
605177.SH,2025-02-13
001300.SZ,2025-02-14
603918.SH,2025-02-15
601633.SH,2025-02-15
603119.SH,2025-02-15
601211.SH,2025-02-15
002292.SZ,2025-02-18
002084.SZ,2025-02-18
605050.SH,2025-02-19
603162.SH,2025-02-19
002965.SZ,2025-02-19
603052.SH,2025-02-19
000503.SZ,2025-02-21
600188.SH,2025-02-25
002847.SZ,2025-02-25
601969.SH,2025-02-25
601686.SH,2025-02-25
601126.SH,2025-02-26
600970.SH,2025-02-26
002895.SZ,2025-02-26
001288.SZ,2025-02-26
603032.SH,2025-02-26
000589.SZ,2025-02-27
603228.SH,2025-02-27
603877.SH,2025-02-27
002162.SZ,2025-02-28
603786.SH,2025-02-28
600860.SH,2025-02-28
605077.SH,2025-02-28
002881.SZ,2025-03-01
603901.SH,2025-03-01
600278.SH,2025-03-01
002250.SZ,2025-03-01
002287.SZ,2025-03-03
002565.SZ,2025-03-04
600480.SH,2025-03-04
600400.SH,2025-03-05
603019.SH,2025-03-05
603081.SH,2025-03-05
600588.SH,2025-03-06
600361.SH,2025-03-07
600745.SH,2025-03-07
600113.SH,2025-03-08
603650.SH,2025-03-08
000852.SZ,2025-03-08
000929.SZ,2025-03-10
605507.SH,2025-03-11
600623.SH,2025-03-11
605299.SH,2025-03-12
605299.SH,2025-03-12
603998.SH,2025-03-12
603773.SH,2025-03-12
600729.SH,2025-03-12
600963.SH,2025-03-12
001267.SZ,2025-03-12
600057.SH,2025-03-13
601717.SH,2025-03-13
601390.SH,2025-03-14
600713.SH,2025-03-15
001301.SZ,2025-03-15
600298.SH,2025-03-15
600666.SH,2025-03-15
600353.SH,2025-03-15
000400.SZ,2025-03-19
002860.SZ,2025-03-19
000876.SZ,2025-03-19
600062.SH,2025-03-20
600063.SH,2025-03-20
600750.SH,2025-03-20
002955.SZ,2025-03-21
002388.SZ,2025-03-21
002148.SZ,2025-03-21
003006.SZ,2025-03-22
002439.SZ,2025-03-22
603456.SH,2025-03-22
600486.SH,2025-03-25
601678.SH,2025-03-25
603558.SH,2025-03-25
601133.SH,2025-03-25
603567.SH,2025-03-26
600076.SH,2025-03-26
001368.SZ,2025-03-27
002471.SZ,2025-03-27
002749.SZ,2025-03-27
002432.SZ,2025-03-27
600328.SH,2025-03-27
003028.SZ,2025-03-28
002678.SZ,2025-03-28
600690.SH,2025-03-28
002690.SZ,2025-03-28
603357.SH,2025-03-28
002478.SZ,2025-03-28
000680.SZ,2025-03-28
603877.SH,2025-03-28
002552.SZ,2025-03-29
601869.SH,2025-03-29
600183.SH,2025-03-29
600501.SH,2025-03-29
002187.SZ,2025-03-29
002922.SZ,2025-03-29
000800.SZ,2025-03-29
002735.SZ,2025-03-29
002236.SZ,2025-03-29
002007.SZ,2025-03-29
603222.SH,2025-03-29
002352.SZ,2025-03-29
002389.SZ,2025-03-29
000333.SZ,2025-03-29
605088.SH,2025-03-29
002465.SZ,2025-03-29
600629.SH,2025-03-31
002239.SZ,2025-04-01
600760.SH,2025-04-01
001389.SZ,2025-04-01
002410.SZ,2025-04-01
605589.SH,2025-04-01
601069.SH,2025-04-02
002577.SZ,2025-04-02
600557.SH,2025-04-03
603299.SH,2025-04-03
603530.SH,2025-04-03
002025.SZ,2025-04-03
603530.SH,2025-04-03
603530.SH,2025-04-03
600031.SH,2025-04-04
002133.SZ,2025-04-04
600698.SH,2025-04-04
603337.SH,2025-04-08
601899.SH,2025-04-08
603225.SH,2025-04-08
000425.SZ,2025-04-08
000333.SZ,2025-04-08
600109.SH,2025-04-09
601919.SH,2025-04-09
600817.SH,2025-04-09
002236.SZ,2025-04-09
002938.SZ,2025-04-09
600894.SH,2025-04-09
601866.SH,2025-04-09
002681.SZ,2025-04-09
002860.SZ,2025-04-09
603341.SH,2025-04-09
002831.SZ,2025-04-09
000516.SZ,2025-04-09
600703.SH,2025-04-10
002576.SZ,2025-04-10
603616.SH,2025-04-10
601211.SH,2025-04-10
603500.SH,2025-04-10
002947.SZ,2025-04-10
000036.SZ,2025-04-10
002384.SZ,2025-04-10
002099.SZ,2025-04-10
603901.SH,2025-04-10
600713.SH,2025-04-10
002648.SZ,2025-04-11
002913.SZ,2025-04-11
601727.SH,2025-04-11
000421.SZ,2025-04-11
002241.SZ,2025-04-11
002532.SZ,2025-04-11
600745.SH,2025-04-12
603063.SH,2025-04-12
002937.SZ,2025-04-12
001206.SZ,2025-04-12
002990.SZ,2025-04-12
603010.SH,2025-04-12
002935.SZ,2025-04-12
600196.SH,2025-04-12
002579.SZ,2025-04-12
603311.SH,2025-04-12
002180.SZ,2025-04-12
000550.SZ,2025-04-14
001266.SZ,2025-04-14
002600.SZ,2025-04-15
601138.SH,2025-04-15
603219.SH,2025-04-15
603337.SH,2025-04-15
600872.SH,2025-04-15
002001.SZ,2025-04-15
600153.SH,2025-04-15
603713.SH,2025-04-15
600850.SH,2025-04-15
600756.SH,2025-04-15
000100.SZ,2025-04-16
000050.SZ,2025-04-16
002810.SZ,2025-04-16
002419.SZ,2025-04-16
601877.SH,2025-04-16
600475.SH,2025-04-16
603399.SH,2025-04-16
603529.SH,2025-04-16
002145.SZ,2025-04-16
603027.SH,2025-04-16
601108.SH,2025-04-16
603355.SH,2025-04-16
600765.SH,2025-04-16
002920.SZ,2025-04-17
600057.SH,2025-04-17
603681.SH,2025-04-17
601633.SH,2025-04-17
000988.SZ,2025-04-17
003001.SZ,2025-04-18
603650.SH,2025-04-18
603138.SH,2025-04-18
000581.SZ,2025-04-18
601369.SH,2025-04-18
002573.SZ,2025-04-18
605090.SH,2025-04-18
603657.SH,2025-04-19
600373.SH,2025-04-19
600010.SH,2025-04-19
000701.SZ,2025-04-19
000801.SZ,2025-04-19
002324.SZ,2025-04-19
600512.SH,2025-04-19
600307.SH,2025-04-19
600905.SH,2025-04-19
603326.SH,2025-04-19
002825.SZ,2025-04-22
002870.SZ,2025-04-22
002825.SZ,2025-04-22
000725.SZ,2025-04-22
000725.SZ,2025-04-22
600305.SH,2025-04-22
600305.SH,2025-04-22
603773.SH,2025-04-22
605060.SH,2025-04-22
002540.SZ,2025-04-22
002975.SZ,2025-04-22
600231.SH,2025-04-22
002785.SZ,2025-04-22
001314.SZ,2025-04-22
605588.SH,2025-04-22
000629.SZ,2025-04-22
002902.SZ,2025-04-22
002026.SZ,2025-04-22
002646.SZ,2025-04-23
603893.SH,2025-04-23
000803.SZ,2025-04-23
002983.SZ,2025-04-23
002983.SZ,2025-04-23
002073.SZ,2025-04-23
002111.SZ,2025-04-23
001270.SZ,2025-04-23
002049.SZ,2025-04-23
000680.SZ,2025-04-23
002812.SZ,2025-04-23
002402.SZ,2025-04-23
000516.SZ,2025-04-23
002023.SZ,2025-04-24
603477.SH,2025-04-24
002582.SZ,2025-04-24
603296.SH,2025-04-24
603161.SH,2025-04-24
603600.SH,2025-04-25
002215.SZ,2025-04-25
002643.SZ,2025-04-25
600459.SH,2025-04-25
002643.SZ,2025-04-25
002279.SZ,2025-04-25
000554.SZ,2025-04-25
603663.SH,2025-04-25
002261.SZ,2025-04-25
002213.SZ,2025-04-25
605151.SH,2025-04-25
603215.SH,2025-04-25
600201.SH,2025-04-25
002796.SZ,2025-04-25
600361.SH,2025-04-25
600228.SH,2025-04-25
600059.SH,2025-04-25
600256.SH,2025-04-25
002511.SZ,2025-04-25
000635.SZ,2025-04-25
002043.SZ,2025-04-25
603511.SH,2025-04-25
603360.SH,2025-04-25
000683.SZ,2025-04-25
002892.SZ,2025-04-25
603056.SH,2025-04-25
002840.SZ,2025-04-25
002329.SZ,2025-04-25
000883.SZ,2025-04-25
002363.SZ,2025-04-25
600351.SH,2025-04-26
002885.SZ,2025-04-26
600019.SH,2025-04-26
600566.SH,2025-04-26
600581.SH,2025-04-26
603232.SH,2025-04-26
605399.SH,2025-04-26
002040.SZ,2025-04-26
603551.SH,2025-04-26
002609.SZ,2025-04-26
000957.SZ,2025-04-26
603960.SH,2025-04-26
603966.SH,2025-04-26
603529.SH,2025-04-26
002057.SZ,2025-04-26
002327.SZ,2025-04-26
603968.SH,2025-04-26
603486.SH,2025-04-26
601965.SH,2025-04-26
601965.SH,2025-04-26
000930.SZ,2025-04-26
603315.SH,2025-04-26
603353.SH,2025-04-26
603297.SH,2025-04-26
603568.SH,2025-04-26
002611.SZ,2025-04-26
603191.SH,2025-04-26
001215.SZ,2025-04-26
603803.SH,2025-04-26
000759.SZ,2025-04-26
001234.SZ,2025-04-26
000056.SZ,2025-04-26
603660.SH,2025-04-26
002405.SZ,2025-04-26
000739.SZ,2025-04-26
002202.SZ,2025-04-26
000056.SZ,2025-04-26
603848.SH,2025-04-26
603590.SH,2025-04-26
001326.SZ,2025-04-26
603258.SH,2025-04-26
002036.SZ,2025-04-26
603319.SH,2025-04-26
605289.SH,2025-04-28
002088.SZ,2025-04-28
000952.SZ,2025-04-28
600320.SH,2025-04-28
000629.SZ,2025-04-28
603583.SH,2025-04-28
603368.SH,2025-04-29
000498.SZ,2025-04-29
000425.SZ,2025-04-29
002219.SZ,2025-04-29
603801.SH,2025-04-29
000425.SZ,2025-04-29
600479.SH,2025-04-29
603218.SH,2025-04-29
600486.SH,2025-04-29
603639.SH,2025-04-29
002795.SZ,2025-04-29
603589.SH,2025-04-29
605337.SH,2025-04-29
002179.SZ,2025-04-29
603587.SH,2025-04-29
605296.SH,2025-04-29
600704.SH,2025-04-29
603915.SH,2025-04-29
603916.SH,2025-04-29
600536.SH,2025-04-29
603515.SH,2025-04-29
605268.SH,2025-04-29
600330.SH,2025-04-29
002352.SZ,2025-04-29
600178.SH,2025-04-29
603365.SH,2025-04-29
002513.SZ,2025-04-29
603709.SH,2025-04-29
000948.SZ,2025-04-29
600130.SH,2025-04-29
603017.SH,2025-04-29
000962.SZ,2025-04-29
003003.SZ,2025-04-29
000571.SZ,2025-04-29
601700.SH,2025-04-29
603040.SH,2025-04-29
002992.SZ,2025-04-29
600169.SH,2025-04-29
603058.SH,2025-04-29
003021.SZ,2025-04-29
003026.SZ,2025-04-29
000903.SZ,2025-04-30
605598.SH,2025-04-30
600732.SH,2025-04-30
605366.SH,2025-04-30
600248.SH,2025-04-30
600400.SH,2025-04-30
603818.SH,2025-04-30
601390.SH,2025-04-30
600990.SH,2025-04-30
600905.SH,2025-04-30
601500.SH,2025-04-30
002570.SZ,2025-04-30
600072.SH,2025-04-30
